CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE
20436,352,AW00020436,,Anna,,Barnes,0,23-10-1980,S,,F,anna27@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,4444 Pepper Way,,151-555-0118,30-07-2013,1-2 Miles
20437,383,AW00020437,,Gabriella,,Howard,0,10/4/1981,S,,F,gabriella9@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,5197 Camino Ricardo,,747-555-0199,12/7/2013,1-2 Miles
20438,383,AW00020438,,Robert,C,Scott,0,20-06-1981,S,,M,robert56@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,8313 Canyon Creek Drive,,683-555-0131,11/4/2013,5-10 Miles
20439,329,AW00020439,,Chloe,M,Rogers,0,31-03-1984,M,,F,chloe48@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,3158 B Avenue I,,578-555-0118,24-02-2013,1-2 Miles
20440,355,AW00020440,,Alexandra,,Hughes,0,22-05-1984,S,,F,alexandra34@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,4404 Mildred Avenue,,321-555-0162,26-05-2013,1-2 Miles
20441,59,AW00020441,,Abigail,,Henderson,0,16-10-1984,M,,F,abigail30@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,3302 Trujillo,# 112,237-555-0174,25-08-2013,1-2 Miles
20442,301,AW00020442,,Jorge,T,Chen,0,15-07-1978,M,,M,jorge3@adventure-works.com,70000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,6730 Green Leaf Drive,,428-555-0160,15-05-2013,5-10 Miles
20443,326,AW00020443,,Adrian,J,Cox,0,6/10/1981,S,,M,adrian12@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,9525 Canyon Way,,111-555-0171,4/10/2013,1-2 Miles
20444,31,AW00020444,,Cara,,Zeng,0,9/9/1966,S,,F,cara18@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,5203 Foothill Way,,1 (11) 500 555-0154,27-11-2011,5-10 Miles
20445,5,AW00020445,,Barbara,,Deng,0,15-10-1966,M,,F,barbara32@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6120 Ethan Ct.,,1 (11) 500 555-0191,18-11-2011,5-10 Miles
20446,25,AW00020446,,Clayton,K,Rai,0,6/8/1960,M,,M,clayton35@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6603 Jennifer Way,,1 (11) 500 555-0149,29-10-2011,5-10 Miles
20447,15,AW00020447,,Jodi,,Goel,0,30-08-1961,S,,F,jodi20@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,3576 Frigate Ct.,,1 (11) 500 555-0163,30-10-2011,1-2 Miles
20448,16,AW00020448,,Jésus,E,Blanco,0,18-02-1967,M,,M,jésus14@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,3944 Concord Blvd.,,1 (11) 500 555-0145,19-11-2011,5-10 Miles
20449,302,AW00020449,,Rachel,,Walker,0,5/10/1981,S,,F,rachel26@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,2036 Bellwood Court,,395-555-0116,10/7/2013,1-2 Miles
20450,5,AW00020450,,Edwin,,Tang,0,10/8/1962,S,,M,edwin26@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,2897 Stonehedge Dr,,1 (11) 500 555-0161,20-11-2011,5-10 Miles
20451,10,AW00020451,,Kelli,A,Anand,0,12/11/1962,S,,F,kelli45@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,773 Mt. Wilson Place,,1 (11) 500 555-0161,17-11-2011,5-10 Miles
20452,39,AW00020452,,Kelli,J,Xie,0,6/4/1974,S,,F,kelli26@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,9870 Santa Maria Ct.,,1 (11) 500 555-0149,23-11-2011,5-10 Miles
20453,16,AW00020453,,Bryant,C,Arun,0,13-09-1969,M,,M,bryant7@adventure-works.com,100000,1,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,623 Lakespring Place,,1 (11) 500 555-0160,1/2/2013,0-1 Miles
20454,26,AW00020454,,Fernando,,Martinez,0,7/12/1963,S,,M,fernando15@adventure-works.com,110000,5,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,7426 Forest Way,,1 (11) 500 555-0134,30-06-2013,2-5 Miles
20455,37,AW00020455,,Bruce,C,Blanco,0,1/12/1969,M,,M,bruce36@adventure-works.com,110000,4,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,5430 Moretti Dr.,,1 (11) 500 555-0147,19-01-2014,2-5 Miles
20456,39,AW00020456,,Alfredo,,Ramos,0,10/8/1963,S,,M,alfredo18@adventure-works.com,130000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,9108 Clear,,1 (11) 500 555-0125,12/11/2011,0-1 Miles
20457,545,AW00020457,,Alexandra,,Morris,0,7/4/1985,M,,F,alexandra3@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3545 RiverRock Dr.,,821-555-0116,28-05-2013,5-10 Miles
20458,302,AW00020458,,Erick,S,Subram,0,13-05-1980,M,,M,erick12@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3744 Dalis Drive,,567-555-0166,29-04-2013,5-10 Miles
20459,307,AW00020459,,Maria,J,Barnes,0,5/4/1980,M,,F,maria26@adventure-works.com,60000,0,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,9056 Mount Dr,,177-555-0199,29-07-2013,5-10 Miles
20460,12,AW00020460,,Wesley,,Zeng,0,19-09-1975,M,,M,wesley22@adventure-works.com,110000,1,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,2321 Wilson Ln.,,1 (11) 500 555-0119,10/2/2013,2-5 Miles
20463,314,AW00020463,,Jasmine,J,Bryant,0,23-02-1963,M,,F,jasmine57@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,8028 39th Avenue,,113-555-0177,19-07-2013,1-2 Miles
20464,536,AW00020464,,Amy,A,Lu,0,23-07-1962,M,,F,amy18@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,2613 West I St.,,316-555-0130,23-06-2013,0-1 Miles
20465,310,AW00020465,,Isabel,L,Henderson,0,5/6/1968,M,,F,isabel5@adventure-works.com,80000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,8066 Peach Place,,513-555-0118,5/6/2013,0-1 Miles
20466,352,AW00020466,,Benjamin,,Jai,0,1/2/1968,M,,M,benjamin34@adventure-works.com,90000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,2894 Foothill Way,,674-555-0185,20-01-2014,5-10 Miles
20467,618,AW00020467,,Gabrielle,,Bennett,0,30-11-1961,M,,F,gabrielle23@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,1233 Vista Bonita,,160-555-0188,21-10-2013,5-10 Miles
20468,66,AW00020468,,Olivia,,Richardson,0,3/12/1961,M,,F,olivia35@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,6863 Shakespeare Dr,,114-555-0177,22-04-2012,1-2 Miles
20469,536,AW00020469,,Manuel,G,Suri,0,31-08-1961,M,,M,manuel0@adventure-works.com,70000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,3111 Creekridge Lane,,392-555-0155,17-12-2013,5-10 Miles
20470,62,AW00020470,,Melissa,W,Gonzales,0,23-08-1967,S,,F,melissa12@adventure-works.com,70000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,2983 Birchbark Place,,811-555-0197,17-04-2012,5-10 Miles
20471,623,AW00020471,,Carlos,,Gonzalez,0,4/7/1937,M,,M,carlos36@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,2926 St. Paul Way,,436-555-0124,2/12/2013,1-2 Miles
20472,536,AW00020472,,Edward,A,Coleman,0,17-01-1976,S,,M,edward54@adventure-works.com,90000,4,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,4111 Del Vista Court,,451-555-0175,27-06-2013,2-5 Miles
20473,536,AW00020473,,Mason,M,Rivera,0,1/10/1970,M,,M,mason15@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,1848 Wharf Dr.,,949-555-0164,26-01-2014,0-1 Miles
20474,542,AW00020474,,Edward,S,Turner,0,1/4/1976,M,,M,edward16@adventure-works.com,100000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,6498 Mining Rd.,,364-555-0152,29-07-2013,0-1 Miles
20475,307,AW00020475,,Blake,M,Martinez,0,26-03-1971,M,,M,blake17@adventure-works.com,110000,2,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,564 Greenwood Place,,973-555-0165,10/6/2013,2-5 Miles
20476,361,AW00020476,,Destiny,,Long,0,6/3/1971,S,,F,destiny58@adventure-works.com,130000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,1,1278 Holly Oak Drive,,524-555-0157,2/6/2013,0-1 Miles
20477,361,AW00020477,,Brandon,E,Washington,0,17-08-1970,S,,M,brandon10@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,7393 Jacaranda Dr.,,248-555-0171,7/7/2013,0-1 Miles
20478,58,AW00020478,,Jonathan,,Moore,0,31-10-1975,M,,M,jonathan58@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,0,4015 Colton Ln.,,449-555-0139,12/5/2013,0-1 Miles
20479,66,AW00020479,,Andrew,,Jackson,0,17-05-1975,M,,M,andrew21@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,9476 Hill Top Rd.,,156-555-0149,12/10/2013,2-5 Miles
20480,543,AW00020480,,Carlos,L,Cox,0,20-05-1973,S,,M,carlos12@adventure-works.com,40000,3,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,1407 Leslie Ave.,,301-555-0179,17-07-2013,0-1 Miles
20481,345,AW00020481,,Jordan,L,Edwards,0,3/3/1973,M,,M,jordan55@adventure-works.com,40000,3,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6898 Roxie Lane,,301-555-0135,27-07-2013,2-5 Miles
20482,612,AW00020482,,Gina,,Diaz,0,18-04-1973,S,,F,gina3@adventure-works.com,70000,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,9889 Matterhorn Court,,292-555-0118,25-06-2013,2-5 Miles
20483,64,AW00020483,,Austin,,Kumar,0,7/9/1967,M,,M,austin25@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,2846 Thomas Ave,,216-555-0183,7/5/2012,2-5 Miles
20484,352,AW00020484,,Gabriella,,Morgan,0,22-08-1947,S,,F,gabriella20@adventure-works.com,50000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,2,531 MacArthur Ave,,361-555-0185,21-07-2013,1-2 Miles
20485,338,AW00020485,,Richard,,Reed,0,8/1/1959,M,,M,richard101@adventure-works.com,50000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2461 Orangewood Court,,271-555-0118,8/7/2013,10+ Miles
20486,385,AW00020486,,Jack,,Butler,0,9/3/1948,M,,M,jack14@adventure-works.com,60000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,8396 Grand Ct,,193-555-0187,21-09-2013,10+ Miles
20487,609,AW00020487,,Alexander,D,White,0,1/9/1947,M,,M,alexander16@adventure-works.com,60000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,9186 Sandalwood Dr.,,323-555-0138,1/5/2013,10+ Miles
20488,623,AW00020488,,Cassidy,,Foster,0,12/9/1947,M,,F,cassidy17@adventure-works.com,60000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7943 All Ways Drive,# 105,348-555-0112,22-11-2013,10+ Miles
20489,626,AW00020489,,Jacob,F,Davis,0,4/10/1953,S,,M,jacob5@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,1619 Stillman Court,,629-555-0119,23-04-2013,10+ Miles
20490,339,AW00020490,,Kaylee,G,Roberts,0,29-09-1948,M,,F,kaylee25@adventure-works.com,60000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,521 Hermosa,,991-555-0135,30-12-2013,10+ Miles
20491,616,AW00020491,,Dakota,,Perry,0,10/7/1948,M,,M,dakota6@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,6751 Del Rio Ln.,,126-555-0158,5/1/2014,10+ Miles
20492,54,AW00020492,,Madison,C,Martin,0,12/8/1948,M,,F,madison15@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,4472 Galveston Ct.,,590-555-0124,31-01-2013,1-2 Miles
20493,545,AW00020493,,Matthew,,Jackson,0,7/2/1954,M,,M,matthew17@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2601 Cambridge Drive,,971-555-0115,14-11-2013,1-2 Miles
20494,329,AW00020494,,Jesse,E,Peterson,0,8/12/1959,M,,M,jesse5@adventure-works.com,80000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,5556 Riverland Dr.,,822-555-0198,4/3/2013,5-10 Miles
20495,302,AW00020495,,Wesley,A,Wang,0,10/3/1949,M,,M,wesley1@adventure-works.com,80000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,2,9151 Napa C.,,594-555-0140,18-06-2013,1-2 Miles
20496,316,AW00020496,,Jada,J,Roberts,0,3/3/1949,M,,F,jada17@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,2,2362 Cook Pkwy,,331-555-0144,22-07-2013,1-2 Miles
20497,302,AW00020497,,Francisco,,Javier Castrejón,0,1/9/1949,M,,F,francisco0@adventure-works.com,30000,5,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,1238 Joan Ave.,,263-555-0185,28-02-2013,1-2 Miles
20498,57,AW00020498,,Miguel,,Phillips,0,8/11/1949,M,,M,miguel41@adventure-works.com,40000,4,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,8624 Valley Blvd.,,556-555-0131,30-07-2013,10+ Miles
20499,50,AW00020499,,Christian,T,Robinson,0,21-12-1955,S,,M,christian33@adventure-works.com,40000,4,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4261 Roseann Drive,,595-555-0183,11/1/2014,10+ Miles
20500,60,AW00020500,,Morgan,E,Butler,0,24-10-1949,M,,F,morgan84@adventure-works.com,40000,4,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,1092 Boxer Blvd,,754-555-0134,23-04-2013,10+ Miles
20501,638,AW00020501,,Morgan,,Nelson,0,16-03-1950,M,,F,morgan7@adventure-works.com,70000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,6682 B Way,,122-555-0152,28-07-2013,1-2 Miles
20502,315,AW00020502,,John,,Harris,0,24-10-1949,M,,M,john51@adventure-works.com,70000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,4435 Ban Bridge Pl.,,245-555-0195,20-04-2013,10+ Miles
20503,301,AW00020503,,Tony,E,Jai,0,31-08-1950,M,,M,tony14@adventure-works.com,40000,4,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,5415 San Gabriel Dr.,,291-555-0140,17-04-2013,2-5 Miles
20504,334,AW00020504,,Rakesh,J,Tangirala,0,6/3/1951,M,,F,rakesh0@adventure-works.com,40000,5,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,6270 North Star Dr.,,702-555-0118,5/9/2013,2-5 Miles
20505,385,AW00020505,,Alexa,,Cox,0,7/11/1950,M,,F,alexa8@adventure-works.com,40000,5,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,6537 N Ranchford Court,,327-555-0116,4/4/2013,10+ Miles
20506,634,AW00020506,,Paige,,Bradley,0,13-10-1950,M,,F,paige1@adventure-works.com,40000,5,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,3354 Texas Way,,443-555-0183,3/3/2013,10+ Miles
20507,642,AW00020507,,Joshua,A,Anderson,0,11/8/1961,M,,M,joshua11@adventure-works.com,70000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,2,3148 Rose Street,,307-555-0182,14-06-2013,2-5 Miles
20508,66,AW00020508,,Logan,,Robinson,0,6/4/1951,S,,M,logan70@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,417 Mt. Alpine Pl.,,670-555-0121,31-12-2013,10+ Miles
20509,329,AW00020509,,Alexandria,,Murphy,0,19-10-1950,M,,F,alexandria37@adventure-works.com,70000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2923 St Paul Circle,,116-555-0116,1/5/2013,10+ Miles
20510,543,AW00020510,,Caitlin,,Cox,0,7/5/1952,M,,F,caitlin8@adventure-works.com,60000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,2,4696 Silver Oaks Place,,448-555-0153,11/1/2014,2-5 Miles
20511,347,AW00020511,,Matthew,L,Taylor,0,17-04-1952,M,,M,matthew14@adventure-works.com,60000,4,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,1185 Dallis Drive,,700-555-0147,18-11-2013,10+ Miles
20512,339,AW00020512,,Sydney,,Parker,0,5/9/1952,M,,F,sydney50@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,2782 Pacific,,610-555-0111,26-03-2013,2-5 Miles
20513,607,AW00020513,,Joseph,T,Smith,0,2/8/1952,S,,M,joseph6@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,3397 Rancho View Drive,,611-555-0198,29-03-2013,10+ Miles
20514,644,AW00020514,,Hannah,,Griffin,0,31-10-1952,M,,F,hannah42@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9014 Brownstone Rd.,,500-555-0128,25-09-2013,2-5 Miles
20515,369,AW00020515,,Jenna,W,Edwards,0,23-09-1952,S,,F,jenna1@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,1159 Filling Ave.,,544-555-0111,20-06-2013,10+ Miles
20516,383,AW00020516,,Gabriel,,Russell,0,29-01-1953,M,,M,gabriel17@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,7869 Sea Point Way,,161-555-0156,12/10/2013,10+ Miles
20517,54,AW00020517,,Amber,B,Edwards,0,9/6/1953,M,,F,amber1@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6713 Appalachian Drive,,684-555-0160,20-06-2013,10+ Miles
20518,307,AW00020518,,Desiree,,Sanz,0,20-10-1958,M,,F,desiree16@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,1881 Pinehurst Court,,423-555-0189,14-08-2013,10+ Miles
20519,49,AW00020519,,Trevor,B,Diaz,0,19-08-1953,M,,M,trevor21@adventure-works.com,40000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,1509 American Beauty Dr.,,772-555-0127,29-11-2013,2-5 Miles
20520,611,AW00020520,,Cassandra,S,Srini,0,9/12/1953,S,,F,cassandra9@adventure-works.com,40000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,9838 Carob Way,,561-555-0127,29-03-2013,10+ Miles
20521,611,AW00020521,,Gina,R,Carlson,0,11/1/1954,M,,F,gina18@adventure-works.com,40000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,336 E Eagle Peak Rd.,,493-555-0158,7/12/2013,2-5 Miles
20522,322,AW00020522,,Kevin,,Parker,0,7/6/1954,M,,M,kevin36@adventure-works.com,60000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,7725 Cambelback Pl.,,137-555-0117,16-08-2013,10+ Miles
20523,331,AW00020523,,Emma,,Howard,0,8/11/1953,M,,F,emma38@adventure-works.com,60000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,8198 Mt. Whitney Dr.,,256-555-0139,27-11-2013,10+ Miles
20524,539,AW00020524,,Angelica,J,Jenkins,0,1/4/1960,S,,F,angelica6@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,6489 Palms,,173-555-0120,28-05-2013,10+ Miles
20525,298,AW00020525,,James,,Kumar,0,18-08-1960,M,,M,james44@adventure-works.com,60000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,9737 Boxwood Dr,,986-555-0139,10/7/2013,2-5 Miles
20526,335,AW00020526,,Brittany,,Alexander,0,23-05-1960,S,,F,brittany17@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,3106 Maywood Ln,,804-555-0125,27-07-2013,10+ Miles
20527,345,AW00020527,,Sydney,A,Harris,0,15-09-1954,M,,F,sydney76@adventure-works.com,70000,4,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,2601 D Bel Air Drive,,433-555-0113,22-07-2013,1-2 Miles
20528,53,AW00020528,,Mason,T,Adams,0,3/4/1956,M,,M,mason35@adventure-works.com,40000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,9127 Grenola Dr.,,168-555-0134,6/3/2013,2-5 Miles
20529,609,AW00020529,,Destiny,M,Jackson,0,26-05-1956,S,,F,destiny11@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,5024 Countrywood Ct.,,171-555-0158,6/7/2013,2-5 Miles
20530,552,AW00020530,,Mariah,M,Jenkins,0,1/10/1955,M,,F,mariah11@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4475 Terra Calitina,,924-555-0164,30-04-2013,10+ Miles
20531,302,AW00020531,,James,M,Young,0,22-09-1955,M,,M,james67@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,4295 Bentley St.,,149-555-0145,23-11-2013,10+ Miles
20532,312,AW00020532,,Joan,D,Watson,0,19-04-1961,M,,F,joan10@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,8836 D Bel Air Drive,,912-555-0141,9/12/2013,10+ Miles
20533,315,AW00020533,,Luis,,Perry,0,6/3/1956,M,,M,luis6@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,2268 Cobblestone Ct,,714-555-0144,4/8/2013,2-5 Miles
20534,325,AW00020534,,Dalton,W,Lopez,0,6/9/1966,M,,M,dalton27@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,7412 N. Civic Drive,,323-555-0179,18-09-2013,2-5 Miles
20535,331,AW00020535,,Riley,T,Torres,0,5/2/1972,M,,F,riley23@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6142 Kentucky Drive,,485-555-0126,20-10-2013,10+ Miles
20536,361,AW00020536,,Taylor,M,Gray,0,10/8/1955,S,,F,taylor18@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,3632 Bank Way,,185-555-0180,20-10-2013,5-10 Miles
20537,372,AW00020537,,Thomas,,Evans,0,12/11/1955,S,,M,thomas37@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,492 Pierce Court,,592-555-0142,29-01-2013,5-10 Miles
20538,642,AW00020538,,Hailey,R,Bennett,0,12/8/1962,M,,F,hailey22@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,3972 Almond Drive,,788-555-0196,11/10/2013,2-5 Miles
20539,648,AW00020539,,Luis,,Baker,0,20-03-1957,M,,M,luis40@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,1178 Sandy Blvd.,,263-555-0110,23-09-2013,10+ Miles
20540,299,AW00020540,,Jasmine,,Flores,0,18-12-1956,M,,F,jasmine51@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,4691 Frisbie Court,,139-555-0182,7/12/2013,2-5 Miles
